question_id,pid,title,content
170a4b8c-9776-4483-8217-3bcf87d70bb5,7140dda9-9c1c-4ddc-8e23-e085c3892a33,想轉職至建築設計/室內設計，想知道必備條件是那些?,"目前在巨匠學習CAD/SKATCHUP軟體，未來還會上到3DMAX
有需要急著考任何證照嗎?
像毫無相關經驗者，基本上都是從哪種職位以及工作內容開始做起?"
17ad5878-6843-44f7-b39d-91d3a2d3be72,ae8b1d6b-4a66-461e-ac8a-fbc1081a658c,稽核轉資安的入門及後續規劃,"各位前輩好

目前已在產險公司稽核室擔任稽核人員四年多
也考取CIA （內部稽核師）及 CISA 
最近公司資安部門詢問我轉調意願
我想嘗試
因為在準備CISA（電腦稽核師）的過程
發現自己對資訊很有興趣
只是資安領域龐大
我應該要怎麼入門？
後續又應該如何規劃自己的學習地圖呢？
感謝您"
1a588546-86d5-4dca-a820-607bea133438,26a5e1e5-2081-4c37-8cb9-f791f6319b12,面試設計相關職缺，履歷和作品集要怎麼準備？如何提升面試機會?,目前在一間傳產的設計部門，覺得做的東西很局限，想要更好的發展，所以目前正在準備作品集，想知道網頁設計作品集怎麼做可以讓面試機會提升？
1a592d5c-0c2b-448d-bb21-509ada08bec6,4cb49372-52a8-4af5-9d5d-42707fef5268,"轉型成前端設計師會不會比較有""錢""途？",已經做了10年的視覺設計，雖然有基本的切版能力，但薪水總是沒什麼起色。看看其他轉型的設計師們，薪水都比之前好，不知道自己是不是也該直接轉型呢？
1b1daa54-7286-4d9b-b440-28356ced065c,dd26488c-2a7d-456d-b666-44a577c0e7de,, 大家好，我剛滿30，現任職工研院，內容主要是功率模組封裝開發。至這個月已待了3年多。 我能準時上下班、該有的福利都有、工作壓力中等(如果沒有太多自己的想法會過得更快樂)、到今年為止調薪近3%。整體而言，是一份相當穩定的工作，我知道相較許多人根本沒什麼好抱怨，可對我反而也是另一種問題。 由於產業類型及員工組成，主管只喜歡與他親近且會巴結的人這些日子我已很努力求新求變，但大多數同事安逸的心態與重複性極高的業務，我感到越來越難去突破。 看似很歡迎創新，到後來礙於預算及保守思維等種種因素，難免感到綁手綁腳的。雖然穩定沒什麼不好，但看到好幾位跳出去的同事不論經歷跟能力都在成長，我好生羨慕啊!! 從去年開始也有試投履歷及參加面試，但沒有找到心動的工作。 覺得繼續待下去似乎也只是競爭力和幹勁逐漸降低、越來越來安於現況...對於離職一事其實已經拖延了大半年，尤其到最近這個感覺更是強烈，但我現在一時之間又找不到工作，請各位先進們提供一點建議或開導，感激不盡!
1b2f1c6f-6882-4c87-b6e8-6f6cc528a993,27a713d8-b9bd-4272-b664-850260cf731a,請問倘若有前置協商的情況會影響求職的機會嗎？,想請教一下，本人之前有申請信用卡前置協商，目前繳款都正常，想請教倘若對於人資來說，看到這樣的情況，會影響人資到底要不要用我嗎？
1d55d217-0670-49cf-a131-4859cef98569,e23185bd-3f5d-461b-94dc-ac785eaf3109,想了解作業流程與職責歸屬問題，以及該如何修飾離職原因,"年齡:27歲
工作年資（剛出社會?已工作）:2年
就讀學歷?科系?:大學 機械工程系
工作經歷(新鮮人?類型?職稱?年資?）:繪圖人員2年
目前狀態（在職中?找工作）:在職中，想換工作
請教前輩問題（轉職?未來方向?填寫履歷?工作問題?）:
目前在帷幕牆業做繪圖員，頭一年對這份繪圖工作充滿熱誠，後面一年就不知道自己在幹嘛，在這裡第一年的作業流程認知就是，組裝圖(母公司)＞加工圖(我)＞統計表+材料表(我)，第二年則是加工圖丟外包，而我只需要做統計表，計算需要開多少材料，有時候連組裝圖和加工圖也丟外包，最後圖面出問題往上追繪圖設計者卻是我，這是我最不能理解的地方。
2年工作經驗的我覺得。一份圖用多少去繪製，相對地就得用多少時間去理解，可是對主管來說業主在催進度，點料開材料表是很簡單容易的事情不需要很多時間，也就是說我並沒有足夠的時間去理解圖面。
有時候加工組裝都丟外包時，圖面有誤有不清楚打來公司找設計，主管卻指名說找我，可我卻一問三不知。
到底是公司規劃有問題，還是我的問題，這背鍋的日子有點待不下去了，也有在開始安排面試，但就是卡在離職原因，不太喜歡用包裝的說法，所以都簡述上面所說的內容。"
1f1ddc6b-4394-4932-bcc7-b00d990189bd,74cfccc8-427e-4127-8904-1f49cdcaaa68,想轉換跑道，嘗試其他工作,"我在傳產工作很久了，被輪調了許多單位，整間公司都單位幾乎都去過,好像人家所謂的跑龍套，現在28歲了，也迷茫了，目前在鈑金業，當初選擇是因為離家近，然後配合缺工獎勵金，加班費，後來覺得現場人員取代性高，和起薪低，靠加班。   
28歲想再次轉換跑道，不限職業.地點.行業
因為家人和個人狀態都可以往其他縣市，甚至外地發展都可以接受，隨組織派遣
只要公司肯給員工  肯教育員工 可照顧員工 我都願意
(沒有第二外語能力)



求學與就業經歷: 

     高中就讀台中高工機械科,半工半讀在大甲誠岱機械廠（起重機械產品-俗稱天車）現場單位工作3年

      大學就讀國立勤益科技大學企管系.在誠岱公司管理部實習協辦3年，1年支援國內業務部，對於各單位工作之流程皆能熟悉概況。

     退伍後繼續回誠岱公司任職.生產管理專員2年。

    108年3月至明昌國際公司（工具箱產品)先在板金課沖床組，109年4月調到點焊課，因應工作需求，也會到其它廠區（大發.大馬.水美.幼獅）/部門（板金.點焊.塗裝.裝配.倉庫）工作站支援 。     -在職中-

做好自我約束管理，天道酬勤。
人生一切難題，知識給你答案。
策劃-決策-嘗試-修正
1.人是容易懶惰安逸的，務必時時刻刻修正自己，保持自律，自律就是自由。
2.敬業樂群，以廠為家，跟隨組織成長，與時俱進。
"
22cf0a43-c6fc-4fec-a637-cc175ce5fd74,09c11703-58dc-4889-bba9-1f785e98bc88,面試幾間公司的業助，幾乎都是無聲卡，下步不知該怎麼走,"1.去年畢業前沒做過打工，所以目前只有一年又兩個月的工作經歷（辦公室行政助理兼總機代班人員），這份工作已於前三個禮拜離職，因為覺得在前份工作已無法學到更多經驗，想往具挑戰性以及成就感的企劃或業務方面前進。
2.因沒什麼相關經驗，所以都投遞助理職務，但目前面試幾間過後，都沒什麼下聞，幾乎都把有興趣的都投完了，開始懷疑自己怎麼連助理的職務也無法勝任，所以目前卡在不知道該怎麼前進，只知道面試時給人比較內向以及白紙的感覺，想請問專家、前輩們，可以給予我一些該如何邁出下一步的建議嗎？謝謝您們！"
230f525d-e9c4-44bc-a285-202d5f1f4925,e0c3eff6-8654-47fc-aa75-c4ffcb55989c,想轉職科技業卻不知能從何開始,"目前職業是廚師，學歷是大學工業工程管理學系（夜間）肄業。規劃明年復學 想以工程師方面發展。
現在想直接轉職科技產業，不知道該以作業員還是助理工程師之職務做應徵才能有機會升工程師？
目前投遞了幾家科技公司卻也沒有得到回應，不知道是否因為學歷還是工作經歷無相關的關係而沒有得到回應？
還是我應該加強哪些部分可以來的更有機會"
2339b64c-1fdd-4a47-8f8d-71a2a6a1c491,9b189b18-ddc3-4b92-bc90-2d1d1f67f30d,31歲沒有工作方向，投履歷都無下文,"各位前輩先進好
目前31歲，工作經驗 自行車產業居多，倉儲約五年、國內業務四年多的經驗、

前一份工作因未來升遷問題，經濟壓力底下考量離職，年薪43萬 倉儲工作 做到今年7月
8月銜接一份 業務性質工作 但因為薪水浮動太大，其他因素考量下，離職。
目前待業，投了很多公司目前 都是收到已讀，要不然就是通知面試的工作類型也不是很喜歡

目前也不知道自己可以嘗試什麼類型的工作，所以我要如何提高 面試機會，以及以我目前經驗的未來職涯發展 可以朝向哪方面
"
23b87a96-e827-4ba1-8cf0-dc555d9393e0,f1680b3b-abd6-4fa2-ade7-1600bc84bc2b,受到上市公司邀約，是否應該跳槽?,目前在30人左右的小公司工作，目前收到上百人的上市公司的邀約，待遇福利看起來差不多，大公司是否對未來比較好，建議跳槽嗎? 還是待在原公司繼續磨練?
244eae08-583e-4b22-bcf1-aa19adf444c8,ce884ee4-f474-4c07-9b7c-6c10137b4e56,想轉換跑道，嘗試其他工作,"我在傳產工作很久了，被輪調了許多單位，整間公司都單位幾乎都去過,好像人家所謂的跑龍套，現在28歲了，也迷茫了，目前在鈑金業，當初選擇是因為離家近，然後配合缺工獎勵金，加班費，後來覺得現場人員取代性高，和起薪低，靠加班。   
28歲想再次轉換跑道，不限職業.地點.行業
因為家人和個人狀態都可以往其他縣市，甚至外地發展都可以接受，隨組織派遣
只要公司肯給員工  肯教育員工 可照顧員工 我都願意
(沒有第二外語能力)

求學與就業經歷: 

     高中就讀台中高工機械科,半工半讀在大甲誠岱機械廠（起重機械產品-俗稱天車）現場單位工作3年

      大學就讀國立勤益科技大學企管系.在誠岱公司管理部實習協辦3年，1年支援國內業務部，對於各單位工作之流程皆能熟悉概況。

     退伍後繼續回誠岱公司任職.生產管理專員2年。

    108年3月至明昌國際公司（工具箱產品)先在板金課沖床組，109年4月調到點焊課，因應工作需求，也會到其它廠區（大發.大馬.水美.幼獅）/部門（板金.點焊.塗裝.裝配.倉庫）工作站支援 。     -在職中-

做好自我約束管理，天道酬勤。
人生一切難題，知識給你答案。
策劃-決策-嘗試-修正
1.人是容易懶惰安逸的，務必時時刻刻修正自己，保持自律，自律就是自由。
2.敬業樂群，以廠為家，跟隨組織成長，與時俱進。
"
24a59bfb-4f3c-419f-832e-6b81c5c97bd6,5581e645-4437-4b58-8e54-423415fd70b0,,我曾在餐廳服務一年又十個月，也在這過程兼職過銷售、理貨、活動工作員...等等，最近要失業了一直找不到工作，希望能夠像原本一樣是餐飲服務生或是面對客人的，也希望薪水是能夠依能力有漲幅的..
258d8098-0c6c-4bd5-b3ce-6dcf6f5e4d95,6847b3bc-4859-4675-9acd-087bfe0eec1a,實施分流工作，是否算職務調動,因疫情實施分流工作，這也算調動嗎？
2627dbdf-c478-4342-bdc4-e6ae193dd189,67c7ad12-b6c1-4bb9-bc73-516255574b1c,"針對疫情，對應屆畢業生的就業建議和該注意什麼
","前輩們好
雖然現在台灣的疫情趨緩
但仍對世界造成很重大的影響

想詢問前輩們
針對後疫情時代
有沒有任何對應屆畢業生的就業建議
或是該注意些什麼呢
"
287eb415-bf76-4f50-a948-501a8bcf5622,963c9d53-1124-4ee9-92fc-fe642de24ab4,一個待業中的年輕人，求職方向指點。,你好，我是剛從花蓮北漂來台北的年輕人，發現自己的興趣與研究所所學的專業在職場上無法直接應用，無法兌現，但是因為生物科技研究所的相關工作起薪會比一般工作高，非常困惑且迷茫，可請您為後輩指點迷津? 謝謝
28b41cea-f148-414a-963f-691c2ea39094,49ba1a2d-7acd-427b-aa05-eaf11643e3cc,在想是否想投入推拿按摩產業,想詢問在推拿按摩相關產業有經驗的人，請問這個行業最困難最熬不過的是什麼?有什麼原因導致想離職? 最撐下去作的動力又是什麼?
29183d44-fae4-4971-8c91-1fbba02ae047,8059ec9f-bb4e-4daf-9274-cdc8bed6c84a,想轉換跑道，嘗試其他工作,"我在傳產工作很久了，被輪調了許多單位，整間公司都單位幾乎都去過,好像人家所謂的跑龍套，現在28歲了，也迷茫了，目前在鈑金業，當初選擇是因為離家近，然後配合缺工獎勵金，加班費，後來覺得現場人員取代性高，和起薪低，靠加班。   
28歲想再次轉換跑道，不限職業.地點.行業
因為家人和個人狀態都可以往其他縣市，甚至外地發展都可以接受，隨組織派遣
只要公司肯給員工  肯教育員工 可照顧員工 我都願意
(沒有第二外語能力)





求學與就業經歷: 

     高中就讀台中高工機械科,半工半讀在大甲誠岱機械廠（起重機械產品-俗稱天車）現場單位工作3年

      大學就讀國立勤益科技大學企管系.在誠岱公司管理部實習協辦3年，1年支援國內業務部，對於各單位工作之流程皆能熟悉概況。

     退伍後繼續回誠岱公司任職.生產管理專員2年。

    108年3月至明昌國際公司（工具箱產品)先在板金課沖床組，109年4月調到點焊課，因應工作需求，也會到其它廠區（大發.大馬.水美.幼獅）/部門（板金.點焊.塗裝.裝配.倉庫）工作站支援 。     -在職中-

做好自我約束管理，天道酬勤。
人生一切難題，知識給你答案。
策劃-決策-嘗試-修正
1.人是容易懶惰安逸的，務必時時刻刻修正自己，保持自律，自律就是自由。
2.敬業樂群，以廠為家，跟隨組織成長，與時俱進。
"
293bb3a8-5931-4693-ad99-d292427e0f38,819f5479-7c34-470f-9676-acd840fcfdfa,,"現在武漢肺癌很嚴重，但是想要離職轉換職場環境，但聽說現在很多公司都延後徵才或是放無薪假，我是否要再等過一陣子後再離職？
還是現在離職找工作也是無礙的？"
2965f95a-d931-4b88-9c74-10c9a168884d,07ec1e60-c39c-4429-b5a5-b1231beba16a,待業中，想詢問是否該繼續找相同職缺但放低標準，還是轉換跑道,"待業中，業助7年，繼續找相同職缺但放低標準？或是繼續等待合乎預期的工作機會？但即將邁入30歲，助理能做多久？轉成業務嗎？
或是轉換跑道，從零開始練級？（詳述見後）

個人背景：
🔹學歷：大學畢業，商學相關
🔹工作資歷：業務/行政助理總年資7~8年
包含企業惡性倒閉的工作，共任職過三間公司。第二份工作資歷近六年。
🔹出於興趣，在出版業待的較久（約5~6年），後轉換跑道至電子業
🔹工作表現尚可~尚佳，但沒有特別出眾的硬性能力（ex:TOEIC等）
🔹待業2個月。
🔹有存款，一人飽全家飽，尚能支撐日常生活。
 
疑問：
1.繼續找業務助理工作嗎？降低求職標準優先就業or等待合適的職缺？
2.是否該跨出助理職位，嘗試其他方向？
3.因擅長當面人際溝通（走在路上能跟路人或店員聊天的那種人），也做過陌生開發並取得成績，考慮過跳脫助理職位；但無法肯定自己是否能適應？
4.不知道該做什麼，心裡惶惶不安，導致時間安排亂調。很期望各位能建議調適方式。


自待業以來，先平復了一陣子才開始投履歷，所以重啟求職大約一個月左右。
一個月以來，公司主動邀約且有興趣了解職缺、投履歷後對方邀約面試，大約有20家左右，過半有獲得錄取通知，可是工作內容/薪資水平福利待遇，都未達預期。但求職預期已比最近一份工作待遇下調了很多。

大概是從整理錄取通知並得到上述觀察結果時，真正意識到今年疫情真的大幅影響求職。
前面提到我會跟路人聊天，有時遇到多人面試，結束出來我也會拉著其他應徵者聊天，發現同樣是業務助理職缺，今年很多不同種類的工作者來應徵，比如觀光系新畢業生、會計助理等等等，都來面試同個職缺。

此外則是我個人硬性工作技能太少，難以往更高門檻的業助徵才職缺走。
多數公司會依照之前的月薪開待遇，若接受大幅降低待遇，好不容易往上爬的薪資等級又退後三步，要重新爬階梯；也擔憂此刻接受係屬勉強，假若半年一年後疫情好轉，情緒浮躁起來，屆時求職恐怕比現在更難（撇除疫情因素）
繼續待業，存款尚能支撐，可不知道要待業到何時才有機遇？心中很是茫然。

個人很適應內勤助理的職位，也樂於繼續做內勤，可內勤助理能做到幾歲？我不知道……

因此嘗試過跳脫之前的工作經歷，轉為其他職務，但想到「從零開始是否之前的7年資歷有些白費？假如不適應，幾個月後又要跳回去找助理職缺嗎？」，又非常猶豫。
真的是想一齣面試一齣了，也許今天突發奇想""幼稚園櫃台說不定適合""，就去面試，榮幸得到職缺又放棄；後天又想""某某產業感覺很有趣""，然後……無限重複，感覺浪費企業主與自己的時間……深感抱歉……

若依興趣求職，個人興趣就是出版業，不過實體出版業大環境不佳，因此跳脫並轉往電子業；目前出版業是否有合適職缺、產業穩定度暫且不提，薪資水平真的比其他產業低很多。
 

難免感覺昔日同窗都在大步前進，唯我原地倒退，心中惶然，和朋友聊天吃飯都自己給自己加諸「我好沒用」的情緒；雖知這種情緒恐怕是想太多，但尚且找不到調劑方式，期望能獲得調適建議（或是原地就職立地超生？）


情況已盡可能詳實描述，
懇請各位前輩惠賜建議，拜託了！"
2a293247-eb09-4d86-a130-64d93da7e346,86e2f27e-bea8-46d5-8d2f-cbd13a3fffec,如何降低經營時的威脅性？,"1. 新創產業環境，計算機C語言專精
2. 總有人覺得創新獨立就是在往成王封侯的路走，特別是宗教團體要求只能做免費的事而不能花錢經營，經營事業要如何減少對內對外的威脅性？

就是隨著時間經過會有更困難的問題找上門，需要幫忙、陌生社交、需要功德、需要提供意見、需要其他的資源、金錢、體力、時間等義工性的付出，而且是越來越困難。有請教過其他前輩是說我容易造成別人的壓力。所以，要我盡量做事間接一點。不過間接以後，問題有變少，不過還是持續發生。是不是從事這樣的工作內容在台灣或特定地區是不洽當的？應該要尋求什麼樣的人事物的協助？應該是要怎樣解決比較好？"
